Date,Symbol,Company Name,DealId,Employees,Total Offering Expense,Shareholder Shares Offered,Shares Outstanding,Lockup Period (days),Quiet Period (days),CIK,Exchange,Exchange Group,Price,Shares,filing,price offer,close price
10/22/04,YSI,CubeSmart,645102-40696,460,"$5,000,000.00 ",--,"33,595,162",180,25,1298675,NYSE,NYSE,16,"25,000,000",0,16,16.5
1/26/05,EDR,"Education Realty Trust, Inc.",650438-41405,850,"$5,353,359.00 ",--,"19,174,000",180,26,1302343,NYSE,NYSE,16,"19,000,000",0,16,16.45
6/29/05,DFR,CIFC Corp.,660567-43932,0,"$2,100,000.00 ","679,285","51,659,701",180,26,1313918,NYSE,NYSE,16,"25,000,000",0,16,16
11/2/05,NKT,"Newkirk Realty Trust, Inc.",682137-45842,0,"$4,771,438.00 ",--,"19,375,000",180,26,1333578,NYSE,NYSE,16,"15,000,000",0,16,15.05
12/15/05,CNCP,CAROLINA NATIONAL CORP,94764-46737,30,"$180,000.00 ",--,"2,427,303",180,25,1157648,NASDAQ SmallCap Market,NASDAQ,16,"1,000,000",0,16,17
9/23/10,COR,CoreSite Realty Corp,828548-64167,160,"$5,700,000.00 ",--,"17,109,042",180,40,1490892,NYSE,NYSE,16,"16,900,000",0,16,16.01
8/1/13,AMH,American Homes 4 Rent,894390-72686,244,"$3,422,125.00 ",--,"178,238,572",180,40,1562401,NYSE,NYSE,16,"44,117,647",0,16,13.5
8/2/01,BG,BUNGELTD,88528-14180,18148,"$3,874,580.00 ",--,"81,980,000",180,25,1144519,NYSE,NYSE,16,"17,600,000",F1,16,16
4/26/06,CREL,COREL CORP,7684-49306,708,--,"1,500,000","24,492,427",180,26,890640,NASDAQ National Market,NASDAQ,16,"6,500,000",F1,16,15.85
11/22/06,NOA,North American Construction Group Ltd.,715723-50824,1350,"$4,800,000.00 ","3,750,000","34,917,160",180,26,1368519,NYSE,NYSE,16,"12,500,000",F1,16,16.1
2/7/07,SSRX,3SBio Inc.,732148-53064,308,"$5,000,000.00 ","512,183","7,700,000",180,26,1383790,NASDAQ National Market,NASDAQ,16,"7,700,000",F1,16,14.85
5/17/07,EURX,EURAND N.V.,742562-54367,486,--,--,"43,857,412",180,25,1119745,NASDAQ National Market,NASDAQ,16,"7,000,000",F1,16,15.44
7/26/07,PWRD,"Perfect World Co., Ltd.",749508-55232,785,"$2,606,334.00 ","2,800,000","279,285,720",180,25,1403849,NASDAQ National Market,NASDAQ,16,"11,800,000",F1,16,20.4
8/10/07,PRGN,Paragon Shipping Inc.,746003-55418,0,"$1,250,000.00 ",--,"23,887,444",180,25,1401112,NASDAQ National Market,NASDAQ,16,"10,300,000",F1,16,14.25
10/31/07,CISG,AIFU Inc.,759017-56369,1279,--,"2,112,413","11,762,413",180,26,1413855,NASDAQ National Market,NASDAQ,16,"11,762,413",F1,16,25.29
10/5/07,STV,"China Digital TV Holding Co., Ltd.",756771-56109,345,"$2,897,655.00 ",--,"12,000,000",180,25,1405503,NYSE,NYSE,16,"12,000,000",F1,16,28
4/2/09,CYOU,Changyou.com Ltd,800114-60596,628,"$4,027,001.00 ","3,750,000","7,500,000",180,25,1458696,NASDAQ National Market,NASDAQ,16,"7,500,000",F1,16,20.02
6/24/09,DGW,DUOYUAN GLOBAL WATER INC.,805839-61197,931,"$1,721,947.00 ",--,"5,500,000",180,26,1465317,NYSE,NYSE,16,"5,500,000",F1,16,21.87
12/8/10,DANG,E-COMMERCE CHINA DANGDANG INC.,841627-65692,1142,"$3,229,083.00 ","3,800,000","389,554,210",180,40,1499744,NYSE,NYSE,16,"17,000,000",F1,16,29.91
2/2/12,AVG,AVG Technologies N.V.,871866-69026,805,--,"4,000,000","54,382,591",180,40,1528903,NYSE,NYSE,16,"8,000,000",F1,16,13
3/26/14,NORD,"Nord Anglia Education, Inc.",927786-74667,3548,"$6,613,843.00 ",--,"94,897,778",180,40,1492966,NYSE,NYSE,16,"19,000,000",F1,16,18
9/24/14,CYBR,CyberArk Software Ltd.,937836-75819,487,--,"4,000,000","31,657,908",180,40,1598110,NASDAQ National Market,NASDAQ,16,"900,000",F1,16,29.93
11/11/15,AAAP,Advanced Accelerator Applications S.A.,949822-79499,368,"$4,160,321.00 ",--,"38,574,906",180,40,1611787,NASDAQ National Market,NASDAQ,16,"4,688,000",F1,16,24.5
10/27/17,NEXA,Nexa Resources S.A.,1033149-84807,5387,"$5,812,219.00 ","10,500,000","133,320,513",180,40,1713930,NYSE,NYSE,16,"31,000,000",F1,16,17.4
6/26/20,PYPD,PolyPid Ltd.,947080-92678,58,"$1,600,000.00 ",--,"17,046,451",180,40,1611842,NASDAQ Global,NASDAQ,16,"3,750,000",F1,16,19
6/19/20,GTH,Genetron Holdings Ltd,1101913-91132,697,"$5,050,202.00 ",--,"88,362,020",180,40,1782594,NASDAQ Global,NASDAQ,16,"16,000,000",F1,16,16
6/5/20,DADA,Dada Nexus Ltd,1117138-92405,2149,"$4,683,466.00 ",--,"20,000,000",180,40,1793862,NASDAQ Global Select,NASDAQ,16,"20,000,000",F1,16,15.99
7/8/20,BLCT,BlueCity Holdings Ltd,1119981-92802,488,"$3,766,492.00 ",--,"5,300,000",180,40,1791278,NASDAQ Global,NASDAQ,16,"5,300,000",F1,16,23.43
8/14/20,CVAC,CureVac N.V.,1123448-93191,484,"$3,615,417.00 ",--,"175,968,204",180,40,1809122,NASDAQ Global,NASDAQ,16,"13,333,333",F1,16,55.9
8/18/00,WJCI,WJ COMMUNICATIONS INC,10023-2672,355,"$2,519,400.00 ",--,"54,444,996",180,25,105006,NASDAQ National Market,NASDAQ,16,"5,400,000",S1,16,32.25
4/7/06,ZZ,SEALY CORP,9445-45291,6208,"$5,000,000.00 ","8,000,000","90,734,200",180,25,748015,NYSE,NYSE,16,"28,000,000",S1,16,17.5
10/15/15,FDC,FIRST DATA CORP,8338-78979,23000,"$6,500,000.00 ",--,"160,000,000",180,40,883980,NYSE,NYSE,16,"160,000,000",S1,16,15.75
2/7/02,MANT,MANTECH INTERNATIONAL CORP,37321-15685,3539,"$1,131,000.00 ","333,333","25,533,330",180,25,892537,NASDAQ National Market,NASDAQ,16,"7,200,000",S1,16,18.21
6/6/01,ULAB,UNILAB CORP /DE/,11137-12998,3550,"$1,750,000.00 ",--,"32,204,300",180,26,899714,NASDAQ National Market,NASDAQ,16,"6,700,000",S1,16,23
12/10/04,ADZA,ADEZA BIOMEDICAL CORP,28628-40781,83,"$1,800,000.00 ",--,"15,889,841",180,25,902482,NASDAQ National Market,NASDAQ,16,"3,750,000",S1,16,19.7
9/20/05,WLSC,WILLIAMS SCOTSMAN INTERNATIONAL INC,29142-44355,1380,"$2,250,000.00 ","619,955","38,719,052",180,27,923144,NASDAQ National Market,NASDAQ,16,"15,325,837",S1,16,15.93
6/14/18,USX,US XPRESS ENTERPRISES INC,11080-86772,9288,"$4,800,000.00 ","1,388,000","32,191,905",180,40,923571,NYSE,NYSE,16,"18,056,000",S1,16,16.68
9/29/00,CIPH,Aspira Women's Health Inc.,74385-2372,95,"$1,500,000.00 ",--,"25,630,567",180,25,926617,NASDAQ National Market,NASDAQ,16,"5,500,000",S1,16,32
3/27/14,TNET,"TRINET GROUP, INC.",73783-74037,1783,"$5,377,259.00 ",--,"68,325,248",180,40,937098,NYSE,NYSE,16,"15,000,000",S1,16,19.1
6/23/00,MSV,MANUFACTURERS SERVICES LTD,71706-3260,3305,"$1,540,000.00 ",--,"30,947,770",180,25,940298,NYSE,NYSE,16,"11,000,000",S1,16,21.25
6/29/00,CPST,"Capstone Green Energy Holdings, Inc.",74469-2387,187,"$2,000,000.00 ",--,"73,339,986",180,25,1009759,NASDAQ National Market,NASDAQ,16,"9,090,909",S1,16,47.984375
10/3/14,FMSA,"Bison Merger Sub I, LLC",296470-76273,1113,"$5,610,098.00 ","25,000,000","159,910,874",180,40,1010858,NYSE,NYSE,16,"25,000,000",S1,16,16.01
9/25/03,AGCC,ANCHOR GLASS CONTAINER CORP /NEW,11744-35101,3000,"$1,255,310.00 ",--,"23,382,343",180,25,1052163,NASDAQ National Market,NASDAQ,16,"7,500,000",S1,16,16.8
10/5/04,THRX,"Innoviva, Inc.",74452-39937,232,"$2,400,000.00 ",--,"42,608,986",180,27,1080014,NASDAQ National Market,NASDAQ,16,"6,150,000",S1,16,18.11
9/21/05,NXTY,NEXITY FINANCIAL CORP,107632-45848,85,"$700,000.00 ","200,000","8,452,358",180,26,1084727,NASDAQ National Market,NASDAQ,16,"1,700,000",S1,16,16.25
12/12/01,NSCN,NETSCREEN TECHNOLOGIES INC,91315-15119,330,"$2,000,000.00 ",--,"72,016,326",180,26,1088454,NASDAQ National Market,NASDAQ,16,"10,000,000",S1,16,23.72
10/3/00,INMX,INFORMAX INC,77464-4000,205,"$1,200,000.00 ",--,"18,657,720",180,27,1088724,NASDAQ National Market,NASDAQ,16,"5,000,000",S1,16,21.25
8/9/00,HPOW,H POWER CORP,74996-2457,141,"$1,907,000.00 ",--,"52,756,860",180,26,1094959,NASDAQ National Market,NASDAQ,16,"7,000,000",S1,16,27
6/5/02,VNX,VERIDIAN CORP,100038-26889,5000,"$2,100,000.00 ",--,"30,957,838",180,26,1095901,NYSE,NYSE,16,"13,500,000",S1,16,18.15
2/2/11,EPOC,EPOCRATES INC,374576-64722,292,"$2,360,000.00 ","1,785,715","22,282,384",180,40,1096738,NASDAQ National Market,NASDAQ,16,"5,360,000",S1,16,21.96
6/23/00,CRL,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",69864-2563,2200,"$1,500,000.00 ",--,"33,820,369",180,25,1100682,NYSE,NYSE,16,"14,000,000",S1,16,22
8/4/00,TUNE,MICROTUNE INC,75860-2606,144,"$1,401,214.00 ",--,"37,620,441",180,25,1108058,NASDAQ National Market,NASDAQ,16,"4,000,000",S1,16,30.125
7/21/00,SMTX,SMTC CORP,74569-2399,3000,"$4,598,434.00 ","4,375,000","26,013,679",180,25,1108320,NASDAQ National Market,NASDAQ,16,"11,000,000",S1,16,25.375
7/28/00,ILMN,"ILLUMINA, INC.",74858-2436,60,"$1,300,000.00 ",--,"31,257,638",180,25,1110803,NASDAQ National Market,NASDAQ,16,"6,000,000",S1,16,39.171875
8/8/00,MDCO,MEDICINES CO /DE,76330-2646,44,"$1,304,858.00 ",--,"29,324,923",180,27,1113481,NASDAQ National Market,NASDAQ,16,"6,000,000",S1,16,21.6875
9/29/00,GB,Integer Holdings Corp,76381-2655,750,"$1,551,458.00 ",--,"18,152,814",180,25,1114483,NYSE,NYSE,16,"5,000,000",S1,16,22.875
9/22/00,INRG,INRANGE TECHNOLOGIES CORP,76653-2675,751,"$2,092,626.00 ",--,"83,333,333",180,25,1114674,NASDAQ National Market,NASDAQ,16,"7,700,000",S1,16,46.25
3/7/14,COUP,Quotient Technology Inc.,118476-74533,469,"$4,300,000.00 ",--,"73,169,807",180,40,1115128,NYSE,NYSE,16,"10,500,000",S1,16,30
10/5/00,COH,"TAPESTRY, INC.",76950-3492,3600,"$3,529,960.00 ",--,"42,406,333",180,25,1116132,NYSE,NYSE,16,"7,380,000",S1,16,20.3125
9/21/00,TTMI,TTM TECHNOLOGIES INC,77054-3625,1179,"$1,500,000.00 ","1,875,000","35,550,000",180,25,1116942,NASDAQ National Market,NASDAQ,16,"7,500,000",S1,16,20.9375
12/8/00,SP,SPECIALTY LABORATORIES INC,79372-7188,798,"$1,550,000.00 ",--,"20,187,507",180,25,1123333,NYSE,NYSE,16,"5,000,000",S1,16,23.3125
4/26/18,LASR,"NLIGHT, INC.",175569-86447,1071,"$1,923,571.00 ",--,"33,621,147",180,40,1124796,NASDAQ Global Select,NASDAQ,16,"6,000,000",S1,16,26.95
10/10/13,MGNX,MACROGENICS INC,179294-73414,159,"$1,800,000.00 ",--,"24,021,725",180,40,1125345,NASDAQ National Market,NASDAQ,16,"5,000,000",S1,16,24.99
11/9/07,ENSG,"ENSIGN GROUP, INC",185689-54547,5506,"$2,660,000.00 ",--,"20,446,380",180,25,1125376,NASDAQ National Market,NASDAQ,16,"4,000,000",S1,16,16.14
6/7/01,TORC,TORCH OFFSHORE INC,82467-11975,238,"$1,100,000.00 ",--,"13,333,333",180,25,1129650,NASDAQ National Market,NASDAQ,16,"5,000,000",S1,16,16.63
2/12/04,CGTK,"ANESIVA, INC.",100110-36747,72,"$1,700,000.00 ",--,"26,113,294",180,25,1131517,NASDAQ National Market,NASDAQ,16,"6,000,000",S1,16,21.4
9/29/04,JMDT,JAMDAT MOBILE INC,379515-40321,158,"$1,550,000.00 ","1,727,772","19,749,942",180,26,1135271,NASDAQ National Market,NASDAQ,16,"5,550,000",S1,16,22.51
5/12/03,IPMT,"iPayment, Inc.",109570-32052,268,"$7,000,000.00 ",--,"14,690,779",180,25,1140184,NASDAQ National Market,NASDAQ,16,"5,000,000",S1,16,21.02
12/14/01,APPX,"APP Pharmaceuticals, Inc.",91266-15098,869,"$1,675,000.00 ",--,"48,068,078",180,25,1141399,NASDAQ National Market,NASDAQ,16,"9,000,000",S1,16,19.75
8/14/01,MXRE,Alterra Capital Holdings Ltd,86851-13709,23,"$2,500,000.00 ",--,"50,359,461",180,27,1141719,NASDAQ National Market,NASDAQ,16,"12,000,000",S1,16,15.5
4/18/02,XJT,EXPRESSJET HOLDINGS INC,88375-14139,4950,"$3,000,000.00 ","20,000,000","64,000,000",180,25,1144331,NYSE,NYSE,16,"30,000,000",S1,16,16
5/16/02,VRNT,VERINT SYSTEMS INC,96725-26432,800,"$1,500,000.00 ",0,"23,390,630",180,25,1166388,NASDAQ National Market,NASDAQ,16,"4,500,000",S1,16,14.49
4/5/06,EICU,VISICU INC,98655-47504,94,"$1,850,000.00 ",--,"31,112,103",180,26,1166463,NASDAQ National Market,NASDAQ,16,"6,000,000",S1,16,24.78
2/10/05,SVR,SYNIVERSE HOLDINGS INC,101639-42045,780,"$2,640,469.01 ",--,"61,421,793",180,25,1169264,NYSE,NYSE,16,"17,620,000",S1,16,16
2/12/03,IPCC,INFINITY PROPERTY & CASUALTY CORP,382001-31430,2800,"$1,200,000.00 ","12,378,000","20,347,083",180,26,1195933,NASDAQ National Market,NASDAQ,16,"12,378,000",S1,16,15.9
2/1/07,XTNT,XTENT INC,389665-51078,108,"$2,150,000.00 ",--,"22,796,308",180,25,1212235,NASDAQ National Market,NASDAQ,16,"4,700,000",S1,16,16.48
4/20/12,BLOX,INFOBLOX INC,401158-68992,494,"$4,200,000.00 ","1,755,657","44,001,144",180,40,1223862,NYSE,NYSE,16,"7,500,000",S1,16,21.3
6/15/11,P,"Pandora Media, LLC",405127-66361,359,"$3,800,000.00 ","8,683,318","159,727,692",180,40,1230276,NYSE,NYSE,16,"14,684,000",S1,16,17.42
12/13/07,MDAS,MEDASSETS INC,417835-55869,1150,"$2,760,000.00 ",--,"42,861,675",180,25,1254419,NASDAQ National Market,NASDAQ,16,"13,300,000",S1,16,20.5
8/2/13,CTRL,CONTROL4 CORP,425045-72923,333,"$2,500,000.00 ",--,"22,094,267",180,40,1259515,NASDAQ National Market,NASDAQ,16,"4,000,000",S1,16,20.5
10/31/03,FMD,FIRST MARBLEHEAD CORP,593863-35301,271,"$1,800,000.00 ","5,625,000","60,060,440",180,25,1262279,NYSE,NYSE,16,"12,500,000",S1,16,22.15
1/28/05,DLLR,DFC GLOBAL CORP.,607949-38310,3509,"$2,346,615.00 ","121,875","18,343,903",180,25,1271625,NASDAQ National Market,NASDAQ,16,"7,500,000",S1,16,16
3/21/14,BRDR,"Borderfree, Inc.",616479-74666,189,"$2,658,547.00 ",--,"30,476,725",180,40,1277141,NASDAQ National Market,NASDAQ,16,"5,000,000",S1,16,20
4/21/04,GMTN,GANDER MOUNTAIN CO,619376-37612,4000,"$1,400,000.00 ",--,"13,363,175",180,26,1277475,NASDAQ National Market,NASDAQ,16,"5,725,000",S1,16,22.02
11/23/04,UAPH,UAP HOLDING CORP,625929-41852,3105,"$3,000,000.00 ","24,312,500","50,373,244",180,27,1279529,NASDAQ National Market,NASDAQ,16,"27,437,500",S1,16,16.32
7/16/04,CFSI,COLLEGIATE FUNDING SERVICES INC,631234-38931,989,"$3,439,606.00 ",--,"30,446,523",180,25,1286686,NASDAQ National Market,NASDAQ,16,"9,375,000",S1,16,15.64
2/9/06,NHWK,NightHawk Radiology Holdings Inc,638165-46796,145,"$1,981,540.00 ","500,000","29,809,571",180,25,1292470,NASDAQ National Market,NASDAQ,16,"6,300,000",S1,16,20.65
2/10/05,PBH,Prestige Consumer Healthcare Inc.,644540-42022,75,"$4,000,000.00 ",0,"50,000,000",180,25,1295947,NYSE,NYSE,16,"28,000,000",S1,16,17.75
10/27/10,PACB,"PACIFIC BIOSCIENCES OF CALIFORNIA, INC.",644890-64961,369,"$3,500,000.00 ",--,"50,113,504",180,40,1299130,NASDAQ National Market,NASDAQ,16,"12,500,000",S1,16,16.44
12/14/04,CHCI,"Comstock Holding Companies, Inc.",646501-40862,97,"$2,357,003.00 ",--,"11,026,667",180,27,1299969,NASDAQ National Market,NASDAQ,16,"3,960,000",S1,16,16.75
3/15/12,DWRE,Demandware Inc,647034-67680,215,"$3,532,000.00 ",--,"27,997,970",180,40,1301031,NYSE,NYSE,16,"5,500,000",S1,16,23.85
1/21/05,CE,Celanese CORP,654118-41922,9500,"$3,000,000.00 ",--,"158,675,271",180,25,1306830,NYSE,NYSE,16,"50,000,000",S1,16,16
2/15/13,XOOM,XOOM Corp,662161-71573,150,"$3,000,000.00 ","1,104,107","31,838,916",180,40,1315657,NASDAQ National Market,NASDAQ,16,"6,325,000",S1,16,25.49
6/22/05,BLDR,"Builders FirstSource, Inc.",664289-43370,6200,"$1,600,000.00 ","4,750,000","32,648,213",180,26,1316835,NASDAQ National Market,NASDAQ,16,"12,250,000",S1,16,15.44
8/10/05,COLY,"Coley Pharmaceutical Group, Inc.",671106-44168,133,"$1,685,535.50 ",--,"24,800,441",180,26,1319197,NASDAQ National Market,NASDAQ,16,"6,000,000",S1,16,18.88
12/16/05,DEIX,"DEI Holdings, Inc.",683716-46100,248,"$4,000,000.00 ","3,437,500","24,769,197",180,25,1323630,NASDAQ National Market,NASDAQ,16,"9,375,000",S1,16,14
8/11/05,CF,"CF Industries Holdings, Inc.",673987-44628,1400,"$5,659,118.00 ",--,"55,000,000",180,25,1324404,NYSE,NYSE,16,"41,250,000",S1,16,16.2
7/28/05,ALJ,"Alon USA Energy, Inc.",673482-44546,1415,"$2,000,000.00 ",--,"45,201,120",180,25,1325955,NYSE,NYSE,16,"10,200,000",S1,16,17.25
5/1/20,LYRA,"Lyra Therapeutics, Inc.",674195-91878,34,"$2,595,000.00 ",--,"12,399,563",180,40,1327273,NASDAQ Global,NASDAQ,16,"3,500,000",S1,16,18.56
7/16/10,RLD,RealD Inc.,674388-63851,74,"$6,632,010.00 ","6,500,000","47,638,374",180,40,1327471,NYSE,NYSE,16,"12,500,000",S1,16,19.51
4/10/14,ADMS,Adamas Pharmaceuticals Inc,675091-74792,22,"$3,100,000.00 ",--,"16,431,700",180,40,1328143,NASDAQ National Market,NASDAQ,16,"3,000,000",S1,16,14.01
11/8/07,ICXT,ICX TECHNOLOGIES INC,680959-55621,821,"$1,263,875.00 ",--,"33,471,939",180,25,1334303,NASDAQ National Market,NASDAQ,16,"5,000,000",S1,16,12.85
7/16/15,CHMA,"CHIASMA, INC",686107-78688,22,"$2,500,000.00 ",--,"22,974,642",180,40,1339469,NASDAQ National Market,NASDAQ,16,"6,365,000",S1,16,20
9/22/06,DIVX,DIVX INC,689453-49762,216,"$2,800,000.00 ","1,638,462","33,431,417",180,25,1342960,NASDAQ National Market,NASDAQ,16,"9,100,000",S1,16,18.7
5/26/06,MWA,"Mueller Water Products, Inc.",698370-48482,7000,"$2,035,000.00 ",--,"25,000,000",180,25,1350593,NYSE,NYSE,16,"25,000,000",S1,16,16.75
5/4/06,DK,"Delek US Energy, Inc.",698785-48532,2634,"$3,500,000.00 ",--,"49,389,869",180,25,1351541,NYSE,NYSE,16,"10,000,000",S1,16,16.25
7/14/06,COWN,"Cowen Holdings, Inc.",702930-49077,529,"$7,399,159.00 ","11,217,392","15,000,000",180,25,1355007,NASDAQ National Market,NASDAQ,16,"11,217,392",S1,16,15.88
11/13/15,INST,INSTRUCTURE INC,701899-79552,709,"$3,200,000.00 ",--,"26,535,566",180,40,1355754,NYSE,NYSE,16,"4,400,000",S1,16,18
5/19/06,DR,Darwin Professional Underwriters Inc,702001-48951,95,"$2,771,914.00 ",--,"17,006,272",180,25,1355795,NYSE,NYSE,16,"5,217,391",S1,16,18.73
10/25/07,FGXI,FGX International Holdings LTD,729439-52742,2485,"$4,024,549.00 ","5,333,333","21,304,307",180,25,1357227,NASDAQ National Market,NASDAQ,16,"12,000,000",S1,16,17.05
3/28/19,DTIL,PRECISION BIOSCIENCES INC,703861-89080,127,"$4,300,000.00 ",--,"49,029,024",180,40,1357874,NASDAQ Global Select,NASDAQ,16,"7,900,000",S1,16,17.44
9/28/10,AMRS,"AMYRIS, INC.",711971-63909,296,"$4,577,382.00 ",--,"42,982,681",180,41,1365916,NASDAQ National Market,NASDAQ,16,"5,300,000",S1,16,16.5
4/20/11,SGNT,"Sagent Pharmaceuticals, Inc.",715633-65828,85,"$2,862,630.00 ",--,"26,850,190",180,40,1369786,NASDAQ National Market,NASDAQ,16,"5,750,000",S1,16,19.9
4/16/15,ETSY,ETSY INC,716408-77778,685,"$5,158,037.00 ","3,333,333","110,962,515",180,40,1370637,NASDAQ National Market,NASDAQ,16,"16,666,666",S1,16,30
10/28/16,QTNA,"ON Semiconductor Connectivity Solutions, Inc.",716511-81807,303,"$3,410,529.00 ",--,"32,781,088",180,40,1370702,NASDAQ Global Select,NASDAQ,16,"6,700,000",S1,16,15.5
6/19/14,ZFGN,"Larimar Therapeutics, Inc.",720058-75203,13,"$2,430,000.00 ",--,"21,807,012",180,40,1374690,NASDAQ National Market,NASDAQ,16,"6,000,000",S1,16,19.75
10/4/12,BERY,"BERRY GLOBAL GROUP, INC.",724283-69480,15000,"$4,725,000.00 ",--,"112,600,136",180,40,1378992,NYSE,NYSE,16,"29,411,764",S1,16,15.2
10/6/16,COUP,Coupa Software Inc,731131-81660,590,"$4,900,000.00 ",--,"48,110,957",180,40,1385867,NASDAQ Global Select,NASDAQ,18,"7,400,000",S1,16,30
9/28/07,DUF,Duff & Phelps CORP,745055-54694,0,"$5,810,000.00 ",--,"11,675,000",180,25,1397821,NYSE,NYSE,16,"8,300,000",S1,16,18.35
10/3/07,CTCT,"Constant Contact, Inc.",750037-55276,296,"$1,675,000.00 ","870,161","27,085,362",180,26,1405277,NASDAQ National Market,NASDAQ,16,"6,700,000",S1,16,27.64
1/24/08,IPCM,"IPC Healthcare, Inc.",755803-55974,856,"$3,341,724.00 ","1,900,000","14,311,809",180,25,1410471,NASDAQ National Market,NASDAQ,16,"5,200,000",S1,16,20.48
7/1/09,LOGM,"LogMeIn, Inc.",767160-57366,303,"$2,100,000.00 ","1,666,667","21,383,301",180,26,1420302,NASDAQ National Market,NASDAQ,16,"6,666,667",S1,16,20.02
9/25/14,TVPT,Travelport Worldwide LTD,768790-75623,4700,"$6,000,000.00 ",--,"120,107,771",180,40,1424755,NYSE,NYSE,16,"30,000,000",S1,16,16.4
4/8/11,UAN,"CVR PARTNERS, LP",771917-65972,122,"$4,000,000.00 ",--,"73,000,000",180,40,1425292,NYSE,NYSE,16,"19,200,000",S1,16,17.55
4/4/19,NGM,NGM BIOPHARMACEUTICALS INC,769784-88015,164,"$3,500,000.00 ",--,"64,993,706",180,40,1426332,NASDAQ Global Select,NASDAQ,16,"6,666,667",S1,16,14.7
3/1/17,HLNE,Hamilton Lane INC,1014270-82705,290,"$6,000,000.00 ",--,"17,070,505",180,40,1433642,NASDAQ Global Select,NASDAQ,16,"11,875,000",S1,16,18.02
3/14/14,CSLT,"CASTLIGHT HEALTH, INC.",776949-74596,287,"$4,000,000.00 ",--,"11,100,000",180,40,1433714,NYSE,NYSE,16,"11,100,000",S1,16,39.8
10/11/12,KYTH,KYTHERA BIOPHARMACEUTICALS INC,779580-69946,39,"$2,700,000.00 ",--,"17,365,648",180,40,1436304,NASDAQ National Market,NASDAQ,16,"4,400,000",S1,16,19.79
2/24/12,PRLB,Proto Labs Inc,786297-67741,511,"$2,000,000.00 ",--,"23,187,708",180,40,1443669,NYSE,NYSE,16,"4,300,000",S1,16,29
7/25/19,CSTL,CASTLE BIOSCIENCES INC,789323-90002,96,"$2,449,000.00 ",--,"16,049,008",180,40,1447362,NASDAQ Global,NASDAQ,16,"4,000,000",S1,16,21.4
10/10/13,SGM,STONEGATE MORTGAGE CORP,796164-73434,652,"$3,000,000.00 ",--,"24,704,236",180,40,1454389,NYSE,NYSE,16,"7,100,000",S1,16,18.25
11/15/17,SEND,"SendGrid, Inc.",816539-85022,408,"$3,550,000.00 ",--,"40,791,661",180,40,1477425,NYSE,NYSE,16,"8,200,000",S1,16,18
2/6/14,RVNC,"Revance Therapeutics, Inc.",818008-74321,64,"$4,000,000.00 ",--,"17,744,416",180,40,1479290,NASDAQ National Market,NASDAQ,16,"6,000,000",S1,16,26.85
10/12/17,CARG,"CarGurus, Inc.",832894-84769,514,"$4,100,000.00 ","6,900,000","77,145,294",180,40,1494259,NASDAQ Global Select,NASDAQ,16,"9,400,000",S1,16,27.58
10/13/17,OPTN,"OptiNose, Inc.",831266-84785,41,"$2,800,000.00 ",--,"36,636,273",180,40,1494650,NASDAQ Global Select,NASDAQ,16,"7,500,000",S1,16,19
10/21/10,VRA,"Vera Bradley, Inc.",832139-64614,1213,"$2,505,171.00 ","7,000,000","40,506,670",180,40,1495320,NASDAQ National Market,NASDAQ,16,"11,000,000",S1,16,24.85
9/18/19,IGMS,"IGM Biosciences, Inc.",833230-90419,51,"$4,200,000.00 ",--,"28,891,945",180,40,1496323,NASDAQ Global Select,NASDAQ,16,"10,937,500",S1,16,24.3
10/28/10,EXAM,"ExamWorks Group, Inc.",834972-64952,950,"$3,611,023.00 ","2,554,886","30,439,451",180,40,1498021,NYSE,NYSE,16,"10,300,000",S1,16,16.8
2/12/15,NVTA,InVitae Corp,837176-77421,161,"$3,100,000.00 ",--,"30,799,284",180,40,1501134,NYSE,NYSE,16,"6,350,000",S1,16,17.05
4/1/11,GNC,"GNC HOLDINGS, INC.",837923-65282,13086,"$3,000,000.00 ","6,500,000","87,444,748",180,40,1502034,NYSE,NYSE,16,"22,500,000",S1,16,16.75
11/6/13,KPTI,Karyopharm Therapeutics Inc.,840732-73668,23,"$2,600,000.00 ",--,"28,729,593",180,40,1503802,NASDAQ National Market,NASDAQ,16,"6,800,000",S1,16,16.05
7/21/11,SXC,"SunCoke Energy, Inc.",850896-66649,1180,"$7,834,507.00 ",--,"70,000,000",180,40,1514705,NYSE,NYSE,16,"11,600,000",S1,16,17
5/17/19,FSLY,"Fastly, Inc.",948580-89485,489,"$6,000,000.00 ",--,"11,250,000",180,40,1517413,NYSE,NYSE,16,"11,250,000",S1,16,23.99
11/20/12,ALDW,"Alon USA Partners, LP",888763-70662,0,"$3,000,000.00 ",--,"62,500,000",180,41,1556766,NYSE,NYSE,16,"10,000,000",S1,16,18.4
10/3/14,DERM,"Dermira, Inc.",889368-76307,25,"$3,450,000.00 ",--,"19,322,429",180,40,1557883,NASDAQ National Market,NASDAQ,16,"7,812,500",S1,16,15.55
7/17/15,RPD,"Rapid7, Inc.",891765-78660,554,"$2,852,409.00 ",--,"37,784,917",180,40,1560327,NASDAQ National Market,NASDAQ,16,"6,450,000",S1,16,25.28
11/7/13,NCFT,"Norcraft Companies, Inc.",917286-73678,1892,--,--,"16,352,012",180,40,1582616,NYSE,NYSE,16,"6,397,073",S1,16,15.5
